"event","date","title"
"http://data.carnegiehall.org/events/48937","2010-12-07T20:00:00","New York Choral Society: A Holiday Celebration"
"http://data.carnegiehall.org/events/48938","2010-12-07T20:00:00","Flux Quartet: Works of Sophia Serghi"
"http://data.carnegiehall.org/events/48939","2010-12-08T10:00:00","Global Encounters: Music of India"
"http://data.carnegiehall.org/events/48940","2010-12-08T12:00:00","Global Encounters: Music of India"
"http://data.carnegiehall.org/events/48941","2010-12-08T20:00:00","Pierre-Laurent Aimard, Piano"
"http://data.carnegiehall.org/events/48943","2010-12-09T20:00:00","Orchestra of St. Luke's"
"http://data.carnegiehall.org/events/48944","2010-12-10T20:00:00","The New York Pops: Celebrate the Holidays with Brian Stokes Mitchell!"
"http://data.carnegiehall.org/events/48945","2010-12-11T20:00:00","The New York Pops: Celebrate the Holidays with Brian Stokes Mitchell!"
"http://data.carnegiehall.org/events/48947","2010-12-10T19:30:00","Christianne Stotijn, Mezzo-Soprano, and Joseph Breinl, Piano"
"http://data.carnegiehall.org/events/48948","2010-12-08T20:00:00","Misha Fomin, Piano"
"http://data.carnegiehall.org/events/48949","2010-12-09T19:30:00","Sejong Soloists 11th Annual Gala"
"http://data.carnegiehall.org/events/48950","2010-12-11T14:00:00","Carnegie Hall Family Concert: New York Pops: How the Grinch Stole Christmas!"
"http://data.carnegiehall.org/events/48951","2010-12-11T22:00:00","Martin Sexton, Singer-Songwriter"
"http://data.carnegiehall.org/events/48952","2010-12-12T14:00:00","Vienna Boys Choir"
"http://data.carnegiehall.org/events/48953","2010-12-12T20:00:00","Yale in New York: The Yale Percussion Group"
"http://data.carnegiehall.org/events/48954","2010-12-09T20:00:00","Festival Chamber Music Concert Series"
"http://data.carnegiehall.org/events/48955","2010-12-10T19:00:00","Nancy Peery Marriott: The Magic of Christmas"
"http://data.carnegiehall.org/events/48956","2010-12-11T13:30:00","American Fine Arts Festival Student Recital"
"http://data.carnegiehall.org/events/48957","2010-12-11T20:30:00","Yury Nugmanov, Guitar"
"http://data.carnegiehall.org/events/48958","2010-12-12T10:00:00","American Friends of the Israel Philharmonic 2010 Family Music Day"
"http://data.carnegiehall.org/events/48959","2010-12-12T14:30:00","Florentine Music School Winter Gala Concert"
"http://data.carnegiehall.org/events/48960","2010-12-12T20:00:00","Tempei Nakamura, Composer and Piano"
"http://data.carnegiehall.org/events/48961","2010-12-13T19:00:00","Benefit: Women's International Zionist Organization of New York"
"http://data.carnegiehall.org/events/48962","2010-12-14T20:00:00","JapanNYC: Saito Kinen Orchestra"
"http://data.carnegiehall.org/events/48963","2010-12-14T20:00:00","United for Peace – Tribute to the United Nations Peacekeeping Operations"
"http://data.carnegiehall.org/events/48964","2010-12-15T20:00:00","JapanNYC: Saito Kinen Orchestra"
"http://data.carnegiehall.org/events/48965","2010-12-15T20:00:00","Yoko Maria, Soprano"
"http://data.carnegiehall.org/events/48966","2010-12-16T20:00:00","David Gómez, Piano"
"http://data.carnegiehall.org/events/48967","2010-12-18T20:00:00","JapanNYC: Saito Kinen Orchestra"
"http://data.carnegiehall.org/events/48968","2010-12-19T14:00:00","Masterwork Chorus and Orchestra"
"http://data.carnegiehall.org/events/48969","2010-12-17T19:30:00","JapanNYC: A Tribute to Toru Takemitsu"
"http://data.carnegiehall.org/events/48970","2010-12-19T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/48971","2010-12-19T19:30:00","International Chopin Festival in New York"
"http://data.carnegiehall.org/events/48972","2010-12-18T13:00:00","American Protégé International Competition Winners Recital"
"http://data.carnegiehall.org/events/48973","2010-12-19T13:00:00","New York Music and Arts Winter Holiday Student Recital"
"http://data.carnegiehall.org/events/48974","2010-12-19T19:30:00","Students of Elena Leonova: Winter Youth Concert"
"http://data.carnegiehall.org/events/48975","2010-12-20T20:00:00","Oratorio Society of New York"
"http://data.carnegiehall.org/events/48976","2010-12-21T20:00:00","Musica Sacra Chorus and Orchestra"
"http://data.carnegiehall.org/events/48977","2010-12-22T20:00:00","Musica Sacra Chorus and Orchestra"
"http://data.carnegiehall.org/events/48978","2010-12-23T19:30:00","St. Cecilia Chorus and Orchestra"
"http://data.carnegiehall.org/events/48979","2010-12-24T19:00:00","New York String Orchestra"
"http://data.carnegiehall.org/events/48980","2010-12-26T19:30:00","USA-Japan Goodwill Concert"
"http://data.carnegiehall.org/events/48981","2010-12-21T19:30:00","Suzanna Klintcharova, Harp"
"http://data.carnegiehall.org/events/48982","2010-12-23T19:00:00","Beulah Music Society Young Artists Recital"
"http://data.carnegiehall.org/events/48983","2010-12-28T20:00:00","New York String Orchestra"
"http://data.carnegiehall.org/events/48984","2011-01-08T20:00:00","Isadora Kim, Piano, with Orchestra"
"http://data.carnegiehall.org/events/48985","2011-01-07T19:30:00","Mikarimba Madness with Gadd and Gomez"
"http://data.carnegiehall.org/events/48986","2011-01-07T19:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/48988","2011-01-08T13:30:00","Forte International Music Competition Student Recital"
"http://data.carnegiehall.org/events/48989","2011-01-08T20:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/48991","2011-01-09T13:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/48992","2011-01-09T18:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/48993","2011-01-09T20:00:00","The Genius of Autism"
"http://data.carnegiehall.org/events/48995","2011-01-10T17:30:00","Classical Connections 2011 Young Performers Career Advancement Showcase"
"http://data.carnegiehall.org/events/48996","2011-01-11T20:00:00","Renée Fleming, Soprano, and Hartmut Höll, Piano"
"http://data.carnegiehall.org/events/48997","2011-01-14T20:00:00","Extraordinary Love with John Angotti and JAMM"
"http://data.carnegiehall.org/events/48998","2011-01-15T20:00:00","1964... The Tribute"
"http://data.carnegiehall.org/events/48999","2011-01-16T20:00:00","Keith Jarrett: An Evening of Solo Piano Improvisation"
"http://data.carnegiehall.org/events/49000","2011-01-17T19:00:00","Distinguished Concerts Singers and Orchestra International: Concert for Peace"
"http://data.carnegiehall.org/events/49001","2011-01-16T13:00:00","Carnegie Hall Family Concert: Ensemble ACJW"
"http://data.carnegiehall.org/events/49002","2011-01-17T19:30:00","Manhattan School of Music Chamber Sinfonia"
"http://data.carnegiehall.org/events/49003","2011-01-14T19:30:00","Sun Kyoung Park, Viola"
"http://data.carnegiehall.org/events/49004","2011-01-15T14:00:00","Indra Thomas, Soprano, and Quinton Morris, Violin"
"http://data.carnegiehall.org/events/49005","2011-01-15T20:30:00","Harumi Hanafusa, Piano"
"http://data.carnegiehall.org/events/49006","2011-01-16T13:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/49007","2011-01-16T18:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/49009","2011-01-19T17:30:00","The Song Continues ... 2011: Duo Recital: Erica Strauss, Jeffrey Hill, and Warren Jones"
"http://data.carnegiehall.org/events/49010","2011-01-19T19:30:00","The Song Continues ... 2011: Kurt Moll Master Class"
"http://data.carnegiehall.org/events/49011","2011-01-20T17:30:00","The Song Continues ... 2011: Duo Recital: Wendy Bryn Harmer, Jonathan Beyer, and Kristin Okerlund"
"http://data.carnegiehall.org/events/49012","2011-01-20T19:30:00","The Song Continues ... 2011: Marilyn Horne Master Class"
"http://data.carnegiehall.org/events/49013","2011-01-21T20:00:00","Jonathan Biss, Piano"
"http://data.carnegiehall.org/events/49014","2011-01-22T19:30:00","Aziz Ansari, Comedian"
"http://data.carnegiehall.org/events/49015","2011-01-23T15:00:00","The MET Orchestra"
"http://data.carnegiehall.org/events/49016","2011-01-22T22:00:00","Jorge Drexler, Guitar and Vocals"
"http://data.carnegiehall.org/events/49017","2011-01-23T19:30:00","The Song Continues ... 2011: Celebrating Marilyn Horne at Carnegie Hall"
"http://data.carnegiehall.org/events/49018","2011-01-21T19:30:00","The Song Continues ... 2011: Malcolm Martineau Master Class"
"http://data.carnegiehall.org/events/49019","2011-01-22T13:30:00","Great Neck Music Conservatory Student Recital"
"http://data.carnegiehall.org/events/49020","2011-01-22T20:30:00","Nicolas Duchamp, Flute, and Barbara McKenzie, Piano"
"http://data.carnegiehall.org/events/49021","2011-01-23T19:30:00","KRB Music Competition Student Recital"
"http://data.carnegiehall.org/events/49022","2011-01-23T13:30:00","Barry Alexander International Vocal Competition Winners' Recital"
"http://data.carnegiehall.org/events/49023","2011-01-25T20:00:00","Benefit: Turn Up the Peace"
"http://data.carnegiehall.org/events/49024","2011-01-25T19:30:00","Ching-Yun Hu, Piano"
"http://data.carnegiehall.org/events/49028","2011-01-27T20:00:00","Wibi Soerjadi, Piano"
"http://data.carnegiehall.org/events/49029","2011-01-26T19:30:00","Brad Mehldau, Piano"
"http://data.carnegiehall.org/events/49030","2011-01-26T20:00:00","Boston Trio"
"http://data.carnegiehall.org/events/49031","2011-01-27T20:00:00","D'Addario Debuts and Premieres Series: Florian Larousse and Anabel Montesinos, Guitar"
"http://data.carnegiehall.org/events/49032","2011-01-28T20:00:00","The New York Pops: Doc Severinsen's El Ritmo de la Vida"
"http://data.carnegiehall.org/events/49033","2011-01-29T20:00:00","Orpheus Chamber Orchestra"
"http://data.carnegiehall.org/events/49034","2011-01-30T14:00:00","American Symphony Orchestra"
"http://data.carnegiehall.org/events/49035","2011-01-31T20:00:00","Benefit: Beethoven for the Indus Valley"
"http://data.carnegiehall.org/events/49036","2011-01-29T13:00:00","Discovery Day: Franz Liszt"
"http://data.carnegiehall.org/events/49037","2011-01-29T20:30:00","Jung Yeon Kim, Viola"
"http://data.carnegiehall.org/events/49039","2011-01-31T19:30:00","eighth blackbird"
"http://data.carnegiehall.org/events/49040","2011-01-31T20:00:00","Conrad Tao, Piano"
"http://data.carnegiehall.org/events/49041","2011-02-01T20:00:00","Best Choirs International: An Evening of Youth Choir Music"
"http://data.carnegiehall.org/events/49042","2011-02-02T20:00:00","Jean-Yves Thibaudet, Piano"
"http://data.carnegiehall.org/events/49043","2011-02-03T20:00:00","Sun Hee Lee, Singer"
"http://data.carnegiehall.org/events/49044","2011-02-04T20:00:00","The Cleveland Orchestra"
"http://data.carnegiehall.org/events/49045","2011-02-02T11:00:00","Cultural Exchange: Music of Mexico"
"http://data.carnegiehall.org/events/49046","2011-02-02T20:00:00","Festival Chamber Music Concert Series"
"http://data.carnegiehall.org/events/49047","2011-02-03T20:00:00","IFA Kajiki's Flower Show and Isao Sasaki's 50th Anniversary Concert"
"http://data.carnegiehall.org/events/49049","2011-02-05T20:00:00","The Cleveland Orchestra"
"http://data.carnegiehall.org/events/49050","2011-02-06T14:00:00","A Festival of Orchestras"
"http://data.carnegiehall.org/events/49051","2011-02-04T19:00:00","Dwight School Student Recital"
"http://data.carnegiehall.org/events/49052","2011-02-05T13:30:00","NMCP Tri-State Certificate of Excellence Recital and Awards Ceremony"
"http://data.carnegiehall.org/events/49053","2011-02-05T20:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/49054","2011-02-06T19:30:00","Crescendo International Music Competition Student Recital"
"http://data.carnegiehall.org/events/49055","2011-02-06T13:30:00","Great Neck Music Conservatory Student Recital"
"http://data.carnegiehall.org/events/49056","2011-02-07T19:30:00","Ensemble ACJW"
"http://data.carnegiehall.org/events/49057","2011-02-08T20:00:00","Ingrid Marsoner, Piano"
"http://data.carnegiehall.org/events/49058","2011-02-09T20:00:00","The Mannes Orchestra"
"http://data.carnegiehall.org/events/49059","2011-02-09T20:30:00","Bill Charlap and Renee Rosnes, Piano"
"http://data.carnegiehall.org/events/49060","2011-02-10T20:00:00","The Music of Neil Young"
"http://data.carnegiehall.org/events/49061","2011-02-10T20:00:00","Alyssa Kuhn, Violin"
"http://data.carnegiehall.org/events/49062","2011-02-11T20:00:00","Mitsuko Uchida, Piano"
"http://data.carnegiehall.org/events/49063","2011-02-13T15:00:00","Carnegie Hall Festival Anniversary Chorus"
"http://data.carnegiehall.org/events/49064","2011-02-11T19:30:00","Edward Parks, Baritone, and Ken Noda, Piano"
"http://data.carnegiehall.org/events/49065","2011-02-12T14:00:00","Dieter Flury, Flute, and Maria Prinz, Piano"
"http://data.carnegiehall.org/events/49066","2011-02-12T20:30:00","Bohram Young Musicians Concert"
"http://data.carnegiehall.org/events/49067","2011-02-13T14:00:00","Alaria Chamber Ensemble"
"http://data.carnegiehall.org/events/49068","2011-02-13T19:30:00","Amber Docters van Leeuwen, Cello"
"http://data.carnegiehall.org/events/49069","2011-02-15T20:00:00","Curtis Symphony Orchestra"
"http://data.carnegiehall.org/events/49070","2011-02-15T19:30:00","Trio Festivale"
"http://data.carnegiehall.org/events/49071","2011-02-16T20:00:00","L'Ensemble Médical"
"http://data.carnegiehall.org/events/49072","2011-02-16T19:30:00","Jeremy Denk, Piano"
"http://data.carnegiehall.org/events/49073","2011-02-16T20:00:00","Duo Sirocco: A Baroque Concert in the Chinese Emperor's Palace"
"http://data.carnegiehall.org/events/49074","2011-02-17T20:00:00","Valley of Voices: An Evening of Choral Music"
"http://data.carnegiehall.org/events/49075","2011-02-17T19:30:00","Measha Brueggergosman, Soprano, and Justus Zeyen, Piano"
"http://data.carnegiehall.org/events/49076","2011-02-17T20:00:00","Carine Gutlerner, Piano"
"http://data.carnegiehall.org/events/49077","2011-02-18T20:00:00","Juilliard Orchestra"
"http://data.carnegiehall.org/events/49085","2011-02-19T20:00:00","American High School Honors Performance"
"http://data.carnegiehall.org/events/49086","2011-02-20T14:00:00","Seycove Choral Ensemble and New England Symphonic Ensemble"
"http://data.carnegiehall.org/events/49087","2011-02-20T20:30:00","Distinguished Concerts Singers International: A Breath of Fresh Air"
"http://data.carnegiehall.org/events/49088","2011-02-21T20:00:00","Dmitri Hvorostovsky, Baritone, and Ivari Ilja, Piano"
"http://data.carnegiehall.org/events/49091","2011-02-19T19:30:00","Anne Sofie von Otter, Mezzo-Soprano, and Brad Mehldau, Piano"
"http://data.carnegiehall.org/events/49092","2011-02-18T19:30:00","Tine Thing Helseth, Trumpet, and Håvard Gimse, Piano"
"http://data.carnegiehall.org/events/49093","2011-02-19T13:30:00","American Fine Arts Festival Student Recital"
"http://data.carnegiehall.org/events/49097","2011-02-19T20:30:00","Nico Castel International Master Singer Competition Finalists"
"http://data.carnegiehall.org/events/49098","2011-02-20T14:00:00","Long Island Conservatory 21st Annual Youth Concert"
"http://data.carnegiehall.org/events/49099","2011-02-20T19:30:00","Natalie Mann, Soprano"
"http://data.carnegiehall.org/events/49100","2011-02-21T20:00:00","Housing Symphony Orchestra Benefit Concert"
"http://data.carnegiehall.org/events/49101","2011-02-22T19:00:00","Israel Philharmonic Orchestra"
"http://data.carnegiehall.org/events/49102","2011-02-22T19:30:00","Orlando Consort"
"http://data.carnegiehall.org/events/49103","2011-02-23T20:00:00","Musica Sacra Chorus and Orchestra"
"http://data.carnegiehall.org/events/49104","2011-02-23T19:30:00","Standard Time with Michael Feinstein: Happy with the Blues: The Music of Harold Arlen"
"http://data.carnegiehall.org/events/49105","2011-02-23T20:00:00","The Music of Vivian Fine, Miriam Gideon, and Louise Talma"
"http://data.carnegiehall.org/events/49106","2011-02-24T20:00:00","Texas Christian University Wind Symphony"
"http://data.carnegiehall.org/events/49107","2011-02-24T19:30:00","Il Giardino Armonico"
"http://data.carnegiehall.org/events/49108","2011-02-24T20:00:00","D'Addario Debuts and Premieres Series: Ricardo Cobo and Artyom Dervoed"
"http://data.carnegiehall.org/events/49109","2011-02-25T20:00:00","American Symphony Orchestra: The Music of Spain: Composers of the Civil War"
"http://data.carnegiehall.org/events/49110","2011-02-26T20:00:00","Yale Concert Band"
"http://data.carnegiehall.org/events/49124","2011-02-27T14:00:00","Manhattan Concert Productions Ensemble Debut Series/ National Festival Chorus"
"http://data.carnegiehall.org/events/49125","2011-02-27T20:30:00","National Children's Choir/ National Youth Choir"
"http://data.carnegiehall.org/events/49127","2011-02-28T20:00:00","Minnesota Orchestra"
"http://data.carnegiehall.org/events/49128","2011-02-25T22:00:00","Nassima: Arab Andalusian Music of Algeria"
"http://data.carnegiehall.org/events/49129","2011-02-27T13:00:00","Carnegie Hall Family Sing: The Young People's Chorus of New York City"
"http://data.carnegiehall.org/events/49130","2011-02-28T19:30:00","Yale in New York: Philharmonia Orchestra of Yale"
"http://data.carnegiehall.org/events/49131","2011-02-25T20:00:00","Brenda Roberts: Dramatic Songs from the German High-Romantic"
"http://data.carnegiehall.org/events/49132","2011-02-26T13:00:00","American-Asian Fine Arts Association Student Recital"
"http://data.carnegiehall.org/events/49133","2011-02-26T17:30:00","American-Asian Fine Arts Association Student Recital"
"http://data.carnegiehall.org/events/49134","2011-02-27T13:30:00","Music Center Student Recital"
"http://data.carnegiehall.org/events/49135","2011-02-27T19:30:00","Velia Festival"
"http://data.carnegiehall.org/events/49136","2011-02-28T20:00:00","Jayoung Hong, Piano"
"http://data.carnegiehall.org/events/49137","2011-03-01T20:00:00","The Philadelphia Orchestra"
"http://data.carnegiehall.org/events/49138","2011-03-02T20:00:00","Best Bands International: An Evening of Strings and Winds"
"http://data.carnegiehall.org/events/49139","2011-03-03T19:30:00","Tibet House U.S. Benefit Concert"
"http://data.carnegiehall.org/events/49140","2011-03-04T20:00:00","Best of the Midwest Band Concert"
"http://data.carnegiehall.org/events/49142","2011-03-05T20:00:00","St. Louis Symphony"
"http://data.carnegiehall.org/events/49143","2011-03-06T14:00:00","Joyce DiDonato, Mezzo-Soprano, and David Zobel, Piano"
"http://data.carnegiehall.org/events/49144","2011-03-06T20:30:00","National Youth Choir and Others"
"http://data.carnegiehall.org/events/49145","2011-03-07T20:00:00","Oratorio Society of New York"
"http://data.carnegiehall.org/events/49146","2011-03-08T13:00:00","New York Wind Band Festival"
"http://data.carnegiehall.org/events/49147","2011-03-08T20:00:00","New York Wind Band Festival"
"http://data.carnegiehall.org/events/49148","2011-03-02T19:30:00","Making Music: James MacMillan"
"http://data.carnegiehall.org/events/49149","2011-03-04T19:30:00","American Composers Orchestra"
"http://data.carnegiehall.org/events/49150","2011-03-05T19:30:00","Camerata Ireland"
"http://data.carnegiehall.org/events/49151","2011-03-06T15:00:00","Taipei Philharmonic Chamber Choir"
"http://data.carnegiehall.org/events/49152","2011-03-07T19:30:00","Akademie für Alte Musik Berlin"
"http://data.carnegiehall.org/events/49153","2011-03-08T19:30:00","St. Lawrence String Quartet"
"http://data.carnegiehall.org/events/49154","2011-03-09T20:00:00","Evgeny Kissin, Piano"
"http://data.carnegiehall.org/events/49155","2011-03-01T20:00:00","An Evening of Music by Karén Hakobyan"
"http://data.carnegiehall.org/events/49156","2011-03-02T19:30:00","Pražák Quartet"
"http://data.carnegiehall.org/events/49157","2011-03-03T19:00:00","Carolina Philharmonic Chamber Ensemble: Mozart Meets America"
"http://data.carnegiehall.org/events/49158","2011-03-04T20:00:00","Motoki Hirai"
"http://data.carnegiehall.org/events/49159","2011-03-05T13:00:00","Larchmont Music Academy Student Solo and Ensemble Concert"
"http://data.carnegiehall.org/events/49160","2011-03-05T20:30:00","New York Piano Society Gala Benefit Concert"
"http://data.carnegiehall.org/events/49161","2011-04-04T19:00:00","New York Festival of Song Gala Benefit Concert: A Fine Romance - Songs by Jerome Kern"
"http://data.carnegiehall.org/events/49162","2011-03-06T13:00:00","American Protégé International Piano and Strings Competition Winners Recital"
"http://data.carnegiehall.org/events/49163","2011-03-06T18:30:00","American Protégé International Piano and Strings Competition Winners Recital"
"http://data.carnegiehall.org/events/49165","2011-03-08T19:30:00","Hye-Jin Kim"
"http://data.carnegiehall.org/events/49166","2011-03-09T19:30:00","Musicians from The Peabody Conservatory and Singapore’s Yong Siew Toh Conservatory"
"http://data.carnegiehall.org/events/49169","2011-03-10T19:00:00","Steele High School Bands"
"http://data.carnegiehall.org/events/49170","2011-03-10T21:00:00","Alarm Will Sound"
"http://data.carnegiehall.org/events/49172","2011-03-11T20:00:00","The New York Pops: The Great Judy Garland"
"http://data.carnegiehall.org/events/49174","2011-03-12T20:00:00","Emerson String Quartet and Sir James Galway, Flute"
"http://data.carnegiehall.org/events/49175","2011-03-13T14:00:00","New York Youth Symphony"
"http://data.carnegiehall.org/events/49176","2011-03-13T20:30:00","Masterwork Festival Chorus/ National Festival Chorus"
"http://data.carnegiehall.org/events/49178","2011-03-14T08:00:00","Houston Christian High School Concert Choir and New England Symphonic Ensemble"
"http://data.carnegiehall.org/events/49179","2011-03-11T19:30:00","Brad Mehldau and Friends"
"http://data.carnegiehall.org/events/49180","2011-03-11T20:00:00","Margaret Cornils Luke, Flute"
"http://data.carnegiehall.org/events/49181","2011-03-12T13:00:00","American Protégé International Piano and Strings Competition Winners Recital"
"http://data.carnegiehall.org/events/49182","2011-03-12T20:30:00","Sarah Chan, Piano"
"http://data.carnegiehall.org/events/49183","2011-03-13T14:00:00","Adamant Music School Annual Recital"
"http://data.carnegiehall.org/events/49184","2011-03-13T19:30:00","Mary Jo Pagano, Piano"
"http://data.carnegiehall.org/events/49186","2011-03-15T20:00:00","Boston Symphony Orchestra"
"http://data.carnegiehall.org/events/49187","2011-03-16T20:00:00","Boston Symphony Orchestra"
"http://data.carnegiehall.org/events/49188","2011-03-17T20:00:00","Boston Symphony Orchestra"
"http://data.carnegiehall.org/events/49189","2011-03-15T20:00:00","Women of the World"
"http://data.carnegiehall.org/events/49190","2011-03-17T20:00:00","So-Ock Kim: An Evening of Solo Violin Virtuosity"
"http://data.carnegiehall.org/events/49191","2011-03-16T20:00:00","Inna Faliks, Piano"
"http://data.carnegiehall.org/events/49192","2011-03-18T20:00:00","Vladimir Feltsman, Piano"
"http://data.carnegiehall.org/events/49193","2011-03-19T20:00:00","Orpheus Chamber Orchestra"
